"","old score","sentence1","sentence2","label","score"
"970","4.2","گله لاشه در حال عبور سریع از جاده است","گله لاشه در حال عبور از جاده است","3","4"
"971","2.8","گله لاشه در حال عبور از جاده است","یک گله آهو در خیابان متوقف شده است","3","3"
"972","4.9","خانمی در حال بریدن یک پیاز است","یک پیاز توسط یک زن خرد می شود","5","5"
"973","4.6","دو مرد در یک قلم گاو با هم درگیرند","دو مرد در یک قلم برای گاو می جنگند","0","5"
"974","4.9","دو مرد در یک مرتع گاو در حال جنگ هستند","دو مرد در یک چراگاه برای گاوها می جنگند","0","5"
"975","3.7","دو مرد در یک مرتع گاو در حال جنگ هستند","هیچ کس در یک چراگاه گاو نمی جنگد","5","4"
"976","3.2","دو مرد در یک مرتع گاو در حال جنگ هستند","دو گاو در یک مرتع توسط یک مرد در حال جنگ هستند","5","3"
"977","3.3","دو مرد در یک قلم گاو با هم درگیرند","هیچ کس در یک چراگاه گاو نمی جنگد","5","3"
"978","4.7","زن روی سایه چشم خود را مداد می کشد","خانمی از مواد آرایشی روی پلک خود استفاده می کند","1","5"
"979","3.4","مرد در حال خوردن موز کنار درخت نیست","مرد در حال خوردن موز کنار درخت است","0","3"
"980","4","مردی در حال خوردن موز است","مرد در حال خوردن موز کنار درخت نیست","0","4"
"981","4.7","یک توپ بزرگ سبز رنگ در حال برخورد به یک سیب زمینی است","یک توپ بزرگ سبز یک سیب زمینی را می زند","4","5"
"982","4.6","یک توپ که سبز و بزرگ است ، یک سیب زمینی را می زند","یک توپ بزرگ سبز به یک سیب زمینی برخورد می کند","4","5"
"983","4.8","یک توپ بزرگ سبز به یک سیب زمینی برخورد می کند","یک توپ بزرگ سبز یک سیب زمینی را می زند","4","5"
"984","3.4","تیم های مختلف در زمین بازی فوتبال بازی می کنند","تیم های مختلف در یک زمین استراحت می کنند","4","3"
"985","3.8","دو تیم با شور و شوق فوتبال بازی می کنند","تیم های مختلف در زمین بازی فوتبال بازی می کنند","5","4"
"986","3.4","تیم های مختلف در زمین بازی فوتبال بازی می کنند","هیچ تیمی فوتبال بازی نمی کند","5","3"
"987","2.8","دو تیم فوتبال بازی می کنند","تیم های مختلف در یک زمین استراحت می کنند","4","3"
"988","5","خانمی در حال نواختن گیتار الکتریک است","یک زن در حال نواختن گیتار الکتریکی است","1","5"
"989","4.2","هیچ زنی گیتار برقی نمی زند","خانمی در حال نواختن گیتار الکتریک است","1","4"
"990","3.1","هیچ مردی با کت و شلوار وجود ندارد که پشت میکروفون بایستد و آواز بخواند","مردی با کت و شلوار پشت میکروفون ایستاده و آواز می خواند","0","3"
"991","3.3","مرد روی صحنه با میکروفون آواز نمی خواند","مردی با کت و شلوار پشت میکروفون ایستاده و آواز می خواند","0","3"
"992","4.6","بعضی از دختران نوجوان برای دوربین می رقصند","برخی از دختران نوجوان در حال رقصیدن برای دوربین هستند","1","5"
"993","3.5","بعضی از دختران نوجوان برای دوربین می رقصند","برخی از دختران نوجوان در مقابل دوربین ایستاده اند","1","4"
"994","3.5","سه دختر نوجوان در اتاق می رقصند","سه دختر نوجوان در اتاق بیکار هستند","1","4"
"995","3.7","سه دختر جوان در اتاق می رقصند","بعضی از دختران نوجوان برای دوربین می رقصند","1","4"
"996","2.1","سه دختر نوجوان در اتاق می رقصند","برخی از دختران نوجوان در مقابل دوربین ایستاده اند","1","2"
"997","4.6","چند کودک روی ترامپولین می پرند","بعضی از کودکان روی ترامپولین می پرند","2","5"
"998","3.8","دو پسر در حال بازی روی ترامپولین هستند","هیچ کس روی ترامپولین بازی نمی کند","5","4"
"999","4.1","برخی از کودکان از روی ترامپولین می پرند","دو پسر در حال بازی روی ترامپولین هستند","5","4"
"1000","3.8","سگ در حال بازی با یک ظرف پلاستیکی است","توله سگ با یک ظرف پلاستیکی بازی نمی کند","3","4"
"1001","4.4","توله سگ در حال بازی با یک ظرف پلاستیکی است","سگ در حال بازی با یک ظرف پلاستیکی است","3","4"
"1002","4.5","یک مرد در حال پریدن از دیوار است","مردی دارد از دیوار می پرد","0","5"
"1003","3.1","مردی دارد از دیوار می پرد","مردی جلوی دیوار ایستاده است","0","3"
"1004","3.7","مردی دارد از دیوار می پرد","مردی در حال پریدن روی دیواری است که پایین است","0","4"
"1005","4.2","مردی در حال پریدن از دیواری کم ارتفاع است","مردی دارد از دیوار می پرد","0","4"
"1006","3","مردی در حال پریدن روی دیواری کم ارتفاع است","مردی جلوی دیوار ایستاده است","0","3"
"1007","4.4","مردی در حال پریدن روی دیواری کم ارتفاع است","مردی دارد از دیوار می پرد","0","4"
"1008","3.1","مردی در حال ریختن روغن در یک قابلمه است","مردی روغن را از یک تابه خارج می کند","0","3"
"1009","4.5","مردی در حال ریختن روغن در یک تابه است","مردی در حال ریختن روغن در یک قابلمه است","0","5"
"1010","4.3","مردی با زنی صحبت می کند که کنارش نشسته و در حال رانندگی با ماشین است","زنی در حال رانندگی با ماشین است و با مردی که کنارش نشسته صحبت می کند","5","4"
"1011","4.2","زنی در حال رانندگی با ماشین است و با مردی که کنارش نشسته صحبت می کند","زن و مرد با اتومبیل در حال مسافرت هستند","5","4"
"1012","4.2","مردی با زنی صحبت می کند که کنارش نشسته و در حال رانندگی با ماشین است","زن و مرد با ماشین در حال مسافرت هستند","5","4"
"1013","4.9","یک فرد در حال شانه زدن یک گربه است","خز یک گربه توسط یک فرد شانه می شود","5","5"
"1014","3.9","خانمی کلم بروکلی را خرد می کند","زنی در حال ذخیره کلم بروکلی است","1","4"
"1015","3.1","خانمی کلم بروکلی را خرد می کند","زن سیر خرد نمی کند","1","3"
"1016","4.5","سه مرد در حال رقصیدن هستند","چند مرد در حال رقصیدن هستند","0","5"
"1017","3.6","سه مرد در حال رقصیدن هستند","مردها نمی رقصند","0","4"
"1018","3","برخی از زنان در حال رقصیدن هستند","مردها نمی رقصند","5","3"
"1019","3.5","سه مرد در حال رقصیدن هستند","برخی از زنان در حال رقصیدن هستند","5","4"
"1020","3.3","هیچ مردی مقداری غذا نمی خورد","مردی مقداری غذا می خورد","0","3"
"1021","4.4","مرد در حال خوردن است","فرد در حال خوردن است","5","4"
"1022","4.2","مردی مقداری غذا می خورد","مرد روزه است","0","4"
"1023","3.8","هیچ خانمی از مداد چشم استفاده نمی کند و از خط چشم روی پلک خود استفاده می کند","خانمی از مداد چشم استفاده می کند و خط چشم خود را به پلک خود می زند","1","4"
"1024","4.4","خانمی از مداد چشم استفاده می کند و خط چشم خود را به پلک خود می زند","خانمی از مواد آرایشی روی پلک خود استفاده می کند","1","4"
"1025","2.7","نوزادی با خوشحالی می خزد","نوزادی کودک دیگر را تشویق می کند","2","3"
"1026","2.8","نوزادی نشسته است","نوزادی در حال عطسه و ترساندن کودک دیگر است","2","3"
"1027","3.5","میمون ورزش های رزمی را تمرین نمی کند","میمون در حال تمرین هنرهای رزمی است","3","4"
"1028","3.9","یک مرد در حال انجام ترفندهایی با یک توپ فوتبال است","یک مرد با قدرت توپ فوتبال را لگد می زند","0","4"
"1029","4.9","مردی در حال بریدن جعبه است","یک جعبه توسط یک مرد بریده می شود","5","5"
"1030","3.9","مردی در حال بریدن جعبه است","هیچ مردی جعبه را برش نمی دهد","0","4"
"1031","5","مرد در حال بریدن نوار جعبه است","مردی در حال بریدن نوار جعبه است","0","5"
"1032","3.9","مردی در حال بریدن نوار جعبه است","مردی در حال بریدن جعبه است","0","4"
"1033","3.1","مرد نوار جعبه را برش نمی دهد","مردی در حال بریدن جعبه است","0","3"
"1034","3.4","یک جعبه توسط یک مرد بریده می شود","مرد در حال بریدن نوار جعبه است","5","3"
"1035","3.7","مرد در حال بریدن نوار جعبه است","هیچ مردی جعبه را برش نمی دهد","0","4"
"1036","3.7","مردی در حال بریدن جعبه است","مرد در حال بریدن نوار جعبه است","0","4"
"1037","4.3","هیچ پسر جوانی نیست که ساز بادی بنوازد","پسر جوانی در حال نواختن ساز بادی است","0","4"
"1038","4.5","مردی به آرامی در جنگل در حال پیاده روی است","مرد در حال پیاده روی در جنگل است","0","5"
"1039","3","مردی در حال خرد کردن یک گوجه فرنگی است","هیچ مردی گوجه فرنگی را برش نمی زند","0","3"
"1040","4.9","زنی در حال خرد کردن یک هویج است","زنی در حال بریدن هویج است","1","5"
"1041","3.9","یک زن هویج را کنار می گذارد","زنی در حال خرد کردن یک هویج است","1","4"
"1042","2.1","زنی در حال خرد کردن یک هویج است","هیچ مردی گوجه فرنگی را برش نمی زند","5","2"
"1043","4.7","زن در یک ظرف در حال هم زدن گوشت است","خانمی در حال مخلوط کردن گوشت در یک کاسه است","1","5"
"1044","4.1","زن در یک ظرف در حال هم زدن گوشت است","هیچ خانمی مخلوط گوشت را در یک کاسه مخلوط نمی کند","1","4"
"1045","4.6","خانمی در حال مخلوط کردن گوشت در یک کاسه است","زن در یک ظرف در حال هم زدن گوشت است","1","5"
"1046","4.9","یک لیمو توسط یک زن فشرده می شود","یک زن لیمو را فشار می دهد","5","5"
"1047","3.7","هیچ زنی در حال آبگیری از لیمو نیست","یک زن لیمو را فشار می دهد","1","4"
"1048","2.6","بچه گربه حوصله اش سر رفته است","یک بچه گربه در حال بازی با یک اسباب بازی طناب آبی است","3","3"
"1049","4.8","گربه کوچک در حال بازی با یک اسباب بازی است","بچه گربه با یک اسباب بازی بازی می کند","3","5"
"1050","4","یک بچه گربه در حال بازی با یک اسباب بازی طناب آبی است","بچه گربه با اسباب بازی بازی نمی کند","3","4"
"1051","4.6","یک بچه گربه در حال بازی با یک اسباب بازی ساخته شده از طناب آبی است","بچه گربه با یک اسباب بازی بازی می کند","3","5"
"1052","4.7","پسری با ترس از روی پلی عبور می کند","پسری در حال عبور از روی پلی است","0","5"
"1053","3.4","مردی به آرامی از روی پل طناب عبور می کند","پسری با ترس از روی پلی عبور می کند","0","3"
"1054","2.7","پسری وجود ندارد که از روی پلی عبور کند","مردی به آرامی از روی پل طناب عبور می کند","0","3"
"1055","4.1","پسری از خط ماهیگیری فرار می کند","مرد جوانی از خط ماهیگیری فرار می کند","0","4"
"1056","3.6","پسری از خط ماهیگیری فرار می کند","پسری عصای ماهیگیری را آویزان کرده و جلوی ماهی می دود","0","4"
"1057","5","مردی در حال نواختن گیتار است","مرد در حال نواختن گیتار است","0","5"
"1058","3.2","مردی در حال نواختن گیتار است","مردی در حال انداختن گیتار است","0","3"
"1059","5","مردی در حال نواختن گیتار است","یک گیتار توسط یک مرد نواخته می شود","5","5"
"1060","3.7","مردی در حال نواختن گیتار است","هیچ کس گیتار نمی زند","5","4"
"1061","3.1","بازیکن فوتبال توپ را از بین پاهای کسی لگد نمی زند","یک نفر در حال لگد زدن به یک توپ فوتبال بین پاهای خود است","5","3"
"1062","3.8","هیچ کس در حال لگد زدن به یک توپ فوتبال بین پاهای کسی نیست","بازیکن فوتبال در حال لگد زدن به توپ بین پاهای کسی است","5","4"
"1063","3.9","بازیکن فوتبال در حال لگد زدن به توپ بین پاهای کسی است","یک نفر در حال لگد زدن به یک توپ فوتبال بین پاهای خود است","5","4"
"1064","5","پسری که جوان است از میان امواج اقیانوس در حال دویدن است","پسر جوان از میان امواج اقیانوس در حال دویدن است","0","5"
"1065","3.8","پسر جوان از میان امواج اقیانوس در حال دویدن است","پسر جوان از میان امواج اقیانوس در حال دویدن نیست","0","4"
"1066","3.6","کودکی در حال دویدن در امواج اقیانوس است و از آن خارج می شود","پسر جوان از میان امواج اقیانوس در حال دویدن نیست","5","4"
"1067","4.5","پسر جوان از میان امواج اقیانوس در حال دویدن است","کودکی در حال دویدن در امواج اقیانوس است و از آن خارج می شود","5","5"
"1068","4","پسر جوان از میان امواج اقیانوس در حال دویدن است","کودکی در حال دویدن در امواج اقیانوس است و از آن خارج می شود","5","4"
"1069","5","زنی هویج را رنده می کند","هویج توسط یک زن رنده می شود","5","5"
"1070","4.5","زن و مرد در حال قدم زدن هستند","زن و مرد در حال قدم زدن هستند","4","5"
"1071","2.8","زن و مرد راه نمی روند","زن و مرد در حال قدم زدن هستند","4","3"
"1072","3.2","یک زن و مرد در جنگل ایستاده اند","زن و مرد در حال قدم زدن هستند","4","3"
"1073","2.7","هواپیمای آفریقای جنوبی در آسمان آبی پرواز نمی کند","یک هواپیما در حال پرواز از طریق هوا است","4","3"
"1074","2.3","هواپیمای آفریقای جنوبی در آسمانی آبی در حال پرواز است","یک هواپیما در حال استقرار در زمین است","4","2"
"1075","3.9","هواپیمای آفریقای جنوبی در آسمانی آبی در حال پرواز است","یک هواپیما در حال پرواز از طریق هوا است","4","4"
"1076","3.1","مرد در حال بریدن نان است","مرد نان را کنار می گذارد","0","3"
"1077","3.8","زن در حال خرد کردن گیاهان است","زن در حال خرد کردن گیاهان نیست","1","4"
"1078","2.4","مرد در حال بریدن نان است","یک زن در حال خرد کردن گیاهان است","5","2"
"1079","1.8","نان توسط مرد خرد می شود","زن در حال خرد کردن گیاهان است","5","2"
"1080","3.8","مردی روی پشت بام ایستاده است","مردی در پشت بام در حال رقص است","0","4"
"1081","3.6","یک نوازنده برتر ویولن روی پشت بام بالای یک مرد ایستاده است","مردی بالای سقف ایستاده و ویولن بازی می کند","4","4"
"1082","3.2","مردی بالای سقف ایستاده و ویولن بازی می کند","مردی در پشت بام در حال رقص است","0","3"
"1083","2.7","مردی در پشت بام در حال رقص است","یک نوازنده برتر ویولن روی پشت بام بالای یک مرد ایستاده است","5","3"
"1084","4","مردی بالای سقف ایستاده و ویولن بازی می کند","مردی روی پشت بام ایستاده است","0","4"
"1085","3","مردی در پشت بام در حال رقص است","مردی بالای سقف ایستاده و ویولن بازی می کند","0","3"
"1086","3.7","شخصی در حال نوشتن است","شخصی در حال تایپ است","4","4"
"1087","4","هیچ کس تایپ نمی کند","شخصی در حال تایپ است","5","4"
"1088","3.315","شخصی در حال کنار گذاشتن یک صفحه کلید است","شخصی در حال تایپ کردن روی صفحه کلید است","4","3"
"1089","2.9","شخصی در حال تایپ است","شخصی در حال کنار گذاشتن یک صفحه کلید است","4","3"
"1090","2.7","هیچ کس تایپ نمی کند","شخصی در حال تایپ کردن روی صفحه کلید است","5","3"
"1091","4.9","زنی در حال پوست کندن یک سیب زمینی است","یک زن سیب زمینی را پوست می کند","1","5"
"1092","3.3","زنی در حال پوست کندن یک سیب زمینی است","یک زن سیب زمینی را کنار می گذارد","1","3"
"1093","5","یک زن سیب زمینی را پوست می کند","زنی در حال پوست کندن یک سیب زمینی است","1","5"
"1094","3.4","زنی در حال پوست کندن یک سیب زمینی است","هیچ زنی پوست سیب زمینی را نمی گیرد","1","3"
"1095","4.5","شخصی در حال تمیز کردن یک حیوان است","شخصی در حال پاکسازی یک حیوان است","4","5"
"1096","3.4","شخصی در حال تمیز کردن یک حیوان است","شخصی حیوانی را کثیف می کند","4","3"
"1097","3.4","یک زن میگو را تمیز می کند","شخصی در حال پاکسازی یک حیوان است","5","3"
"1098","2","شخصی حیوانی را کثیف می کند","یک زن میگو را تمیز می کند","5","2"
"1099","3.9","زن در حال تمیز کردن میگو است","شخصی در حال تمیز کردن یک حیوان است","5","4"
"1100","2.6","هیچ زنی میگو را تمیز نمی کند","شخصی در حال تمیز کردن یک حیوان است","5","3"
"1101","4.2","یک زن میگو را تمیز می کند","شخصی در حال تمیز کردن یک حیوان است","5","4"
"1102","3.4","هیچ زنی سوار بر اسکوتر آب نیست","زنی سوار بر اسکوتر آب است","1","3"
"1103","4.385","پسر به سرعت در حال سه چرخه سواری است","پسر در حال سه چرخه سواری است","0","4"
"1104","1.6","پسر در حال سه چرخه سواری است","زنی سوار بر اسکوتر به سمت آب است","5","2"
"1105","3.9","هیچ خرس پاندی وجود ندارد که مقداری بامبو بخورد","یک خرس پاندا در حال خوردن مقداری بامبو است","3","4"
"1106","2.6","یک خرس پاندا در حال خوردن مقداری بامبو است","پاندا بامبو نمی خورد","3","3"
"1107","4.9","زن در یک کاسه تخم مرغ را به هم می زند","خانم در حال تخم زدن در یک کاسه است","1","5"
"1108","3.9","زن در یک کاسه تخم مرغ را به هم می زند","زن در یک کاسه تخم مرغ را هم نمی زند","1","4"
"1109","4.1","هیچ کس تخم مرغ را نمی زند","زن در یک کاسه تخم مرغ را به هم می زند","5","4"
"1110","3.1","یک نفر در حال باز کردن یک تورتیلا است","یک نفر در حال جمع کردن یک تورتیلا است","4","3"
"1111","3.6","یک نفر در حال باز کردن یک تورتیلا است","یک مرد در حال جمع کردن یک تورتیلا است","5","4"
"1112","4.9","مرد در حال گرفتن ماهی است","مردی در حال صید ماهی است","0","5"
"1113","4","مردی ماهی را آزاد می کند","مردی در حال صید ماهی است","0","4"
"1114","2.6","یک ماهی بزرگ یک مرد را می گیرد","مردی در حال صید ماهی است","5","3"
"1115","5","مردی در حال نواختن چنگ است","مرد در حال نواختن چنگ است","0","5"
"1116","2.2","مردی در حال نواختن چنگ است","مردی در حال اجرای یک نمایش است","0","2"
"1117","3.6","مردی در حال بسته بندی ویولن است","مردی در حال نواختن ویولن است","0","4"
"1118","2.7","مردی در حال نواختن چنگ است","یک ویولن توسط یک مرد نواخته می شود","5","3"
"1119","2.8","مردی در حال بسته بندی ویولن است","مردی در حال نواختن چنگ است","0","3"
"1120","3.1","مرد در حال نواختن چنگ است","مردی در حال نواختن ویولن است","0","3"
"1121","3.8","مردی در حال نواختن ویولن است","مردی در حال نواختن چنگ است","0","4"
"1122","3.6","شخصی در حال پاک کردن کره در یک سینی است","شخصی کره را از یک سینی خارج می کند","4","4"
"1123","5","یک زن توسط زن دیگری والیبال تحویل داده می شود","یک زن در حال دادن والیبال به زن دیگری است","1","5"
"1124","4","یک زن در حال دادن والیبال به زن دیگری است","زنی در حال پرتاب والیبال از روی تور است","1","4"
"1125","4.9","یک مرد دارد یک تکه را با تبر خرد می کند","مردی در حال خرد کردن یک چوب با تبر است","0","5"
"1126","3.3","مردی در حال خرد کردن یک چوب با تبر است","هیچ شخصی وجود ندارد که چوب را با تبر خرد کند","5","3"
"1127","4.9","مرد در حال خرد كردن تنه درخت با تبر است","این مرد در حال خرد کردن یک تنه درخت با تبر است","0","5"
"1128","3.9","مرد تنه درخت را با تبر خرد نمی کند","این مرد در حال خرد کردن یک تنه درخت با تبر است","0","4"
"1129","4.5","مردی دارد گیتار می زند","مردی در حال نواختن گیتار است","0","5"
"1130","3.6","مردی گیتار را کنار می گذارد","مردی در حال نواختن گیتار است","0","4"
"1131","4.285","مردی در حال نواختن گیتار است","هیچ مردی گیتار نمی زند","0","4"
"1132","5","مرد در فکر است","یک مرد دارد فکر می کند","0","5"
"1133","3.5","یک مرد دارد فکر می کند","هیچ مردی فکر نمی کند","0","4"
"1134","2.6","یک مرد دارد فکر می کند","مردی در حال رقصیدن است","0","3"
"1135","4.8","گربه ای با کت سفید ، روی یک کابینت چوبی کوچک سوار شده ، به بیرون پنجره نگاه می کند","گربه سفید رنگی که روی یک کابینت کوچک چوبی نشسته است به بیرون پنجره نگاه می کند","3","5"
"1136","3.7","گربه ای که روی میز قرار گرفته از پنجره به بیرون نگاه نمی کند","گربه ای که روی میز نشسته است از پنجره بیرون را نگاه می کند","3","4"
"1137","4","گربه سفید رنگی که روی یک کابینت کوچک چوبی نشسته است به بیرون پنجره نگاه می کند","گربه ای که روی میز نشسته است با کنجکاوی از پنجره بیرون نگاه می کند","3","4"
"1138","3","گربه سفید رنگی که روی یک کابینت کوچک چوبی نشسته است به بیرون پنجره نگاه می کند","گربه ای که روی میز قرار گرفته از پنجره به بیرون نگاه نمی کند","3","3"
"1139","2.9","گربه ای که روی میز نشسته است از پنجره بیرون را نگاه می کند","شخصی که روی صندلی نشسته است به گربه کوچک چوبی که روی یک کابینت سفید بیرون پنجره است نگاه می کند","5","3"
"1140","4","گربه سفید رنگی که روی یک کابینت کوچک چوبی نشسته است به بیرون پنجره نگاه می کند","گربه ای که روی میز نشسته است از پنجره بیرون را نگاه می کند","3","4"
"1141","4","هیچ سگی کودک را لیس نمی زند","سگی در حال لیسیدن نوزادی است","3","4"
"1142","3.1","سگی در حال دور شدن از یک نوزاد است","سگی در حال لیسیدن نوزادی است","3","3"
"1143","3","سگی در حال لیسیدن نوزادی است","نوزادی در حال لیسیدن سگ است","5","3"
"1144","4.4","خانمی در حال بریدن سیر است","زنی در حال خرد کردن سیر است","1","4"
"1145","4.8","زنی در حال خرد کردن سیر است","سیر توسط زن خرد می شود","5","5"
"1146","4.6","زن در حال خوردن سیر است","خانمی در حال بریدن سیر است","1","5"
"1147","3.6","یک زن سیرها را کنار می گذارد","زن در حال خوردن سیر است","1","4"
"1148","4.8","زنی در حال خرد کردن سیر است","زن در حال خوردن سیر است","1","5"
"1149","2.9","زنی در حال رقص است","هیچ زنی در حال رقص نیست","1","3"
"1150","3.9","مرد نمی رقصد","مرد در حال رقصیدن است","0","4"
"1151","3","مرد وحشیانه می رقصد","زنی در حال رقص است","5","3"
"1152","3.4","فرد با مداد نمی نویسد","شخصی در حال نوشتن است","4","3"
"1153","4.8","فرد در حال نوشتن با مداد است","شخص در حال نوشتن است","4","5"
"1154","3.7","هیچ کس در یک تابه بامیه نمی پزد","شخصی در یک تابه بامیه می پزد","4","4"
"1155","4.1","شخصی بامیه را از گلدان خارج می کند","شخصی در یک تابه بامیه می پزد","5","4"
"1156","4.9","مرد در حال رقصیدن است","مردی در حال رقصیدن است","0","5"
"1157","3.9","مردی صحبت می کند","هیچ مردی صحبت نمی کند","0","4"
"1158","2.7","مردی حرف می زند","مردی در حال رقصیدن است","0","3"
"1159","2.1","هیچ مردی صحبت نمی کند","مردی در حال رقصیدن است","0","2"
"1160","1.9","مردی در حال رقصیدن است","مردی صحبت می کند","0","2"
"1161","4.2","یک سنجاب به دور دایره ها می چرخد","هیچ سنجابی در حلقه ها دور خود نمی چرخد","3","4"
"1162","2.9","یک سنجاب دراز کشیده است","یک سنجاب به دور حلقه ها می چرخد","3","3"
"1163","3.7","کاغذ با قیچی بریده می شود","هیچ کاغذی با قیچی بریده نمی شود","4","4"
"1164","4","قطعه کاغذ بریده نمی شود","قطعه کاغذ بریده می شود","4","4"
"1165","4.5","شخصی در حال بریدن مقداری کاغذ با قیچی است","قطعه کاغذ بریده می شود","5","5"
"1166","4.2","قطعه کاغذ بریده می شود","هیچ کاغذی با قیچی بریده نمی شود","4","4"
"1167","4.4","کاغذ با قیچی بریده می شود","قطعه کاغذ بریده می شود","5","4"
"1168","3.9","مردی فلوت را زمین می گذارد","مردی در حال نواختن فلوت است","0","4"
"1169","4.5","مرد ماهرانه در حال نواختن گیتار است","مرد در حال نواختن گیتار است","0","5"
"1170","3.2","مرد ماهرانه در حال نواختن گیتار است","مردی در حال نواختن فلوت است","0","3"
"1171","3.1","مردی در حال نواختن فلوت است","مرد گیتار نمی زند","0","3"
"1172","2.5","مردی فلوت را زمین می گذارد","مرد در حال نواختن گیتار است","0","3"
"1173","4.9","مردی در حال نواختن طبل است","یک نفر در حال نواختن طبل است","4","5"
"1174","2","مردی در حال نواختن طبل است","یک مرد در حال جدا کردن طبل است","0","2"
"1175","4.8","مردی در حال نواختن طبل است","مردی در حال نواختن طبل است","0","5"
"1176","2.3","مرد در حال انجام تمرینات کف است","مردی در حال تنبلی است","0","2"
"1177","3","یک میمون در حال دوچرخه سواری است","هیچ میمونی دوچرخه سواری ندارد","3","3"
"1178","2.6","یک میمون در حال دوچرخه سواری است","مردی در حال دوچرخه سواری است","5","3"
"1179","3.1","برخی از ماهی ها در حال شنا هستند","ماهی ها بی حرکت هستند","3","3"
"1180","3.8","ماهی ها بی حرکت هستند","ماهی در حال شنا است","5","4"
"1181","4.3","برخی از ماهی ها در حال شنا هستند","ماهی در حال شنا است","3","4"
"1182","4.5","زنی به طرز ناشیانه ای گوشت را درون تابه می گذارد","زنی دارد گوشت را درون تابه می اندازد","1","5"
"1183","3.2","گوشت در یک ظرف ریخته می شود","گوشت در تابه ریخته نمی شود","5","3"
"1184","4.6","زنی دارد گوشت را درون تابه می اندازد","شخصی در حال انداختن گوشت در ظرفی است","5","5"
"1185","3.5","زنی دارد گوشت را درون تابه می اندازد","گوشت در تابه ریخته نمی شود","5","4"
"1186","3.8","گوشت در یک ظرف ریخته می شود","هیچ خانمی نیست که گوشت را درون تابه بیندازد","5","4"
"1187","4.7","مردی قورباغه ای را در دست دارد","شخصی قورباغه را در دست دارد","5","5"
"1188","3.5","مردی قورباغه ای را در دست دارد","زن مشغول دست زدن به یک قورباغه است","5","4"
"1189","2.9","چهار مرد جوان ایستاده اند و یک ماشین پشت سر آنها منفجر می شود","چهار جوان در حال انفجار هستند و یک ماشین پشت سر آنها ایستاده است","5","3"
"1190","5","پسران جلوی ماشین ایستاده اند که در حال سوختن است","پسران جلوی ماشین سوخته ایستاده اند","0","5"
"1191","3.7","پسران جلوی ماشین سوخته ایستاده اند","پسران ایستاده اند و اتومبیلی را می سوزانند","0","4"
"1192","4","پسران جلوی ماشین ایستاده اند که در حال سوختن است","چهار مرد جوان ایستاده اند و یک ماشین پشت سر آنها منفجر می شود","0","4"
"1193","3.7","پسران جلوی ماشین سوخته ایستاده اند","برخی از مردان جوان ایستاده اند و یک ماشین پشت سر آنها منفجر می شود","0","4"
"1194","3.5","پسری وجود ندارد که پارچ را با آب پر کند","پسری پارچ را پر از آب می کند","0","4"
"1195","4.9","یک زن و مرد به زیبایی قدم می زنند","یک زن و مرد در حال قدم زدن هستند","4","5"
"1196","3.5","هیچ مردی در زیر باران قدم نمی زند","مردی در زیر باران قدم می زند","0","4"
"1197","2.7","یک زن و مرد در حال قدم زدن هستند","هیچ مردی در زیر باران قدم نمی زند","5","3"
"1198","3.9","دونده ها در یک پیست مسابقه می دهند","مردان در حال دویدن هستند","5","4"
"1199","4.4","این افراد در حال بستن چمدان ها در صندوق عقب ماشین هستند","این افراد در حال بارگیری چمدان در صندوق عقب ماشین نیستند","4","4"
"1200","3.9","این افراد در حال بستن چمدان ها در صندوق عقب ماشین هستند","مردان در چمدان هایی هستند که در صندوق عقب ماشین بسته بندی شده اند","5","4"
"1201","4.6","مردها با احتیاط چمدان ها را داخل صندوق عقب ماشین می گذارند","این افراد در حال چمدان گذاشتن در صندوق عقب ماشین هستند","5","5"
"1202","3.6","مردها چمدان ها را داخل صندوق عقب ماشین نمی گذارند","این افراد در حال چمدان گذاشتن در صندوق عقب ماشین هستند","5","4"
"1203","4.5","مردها با احتیاط چمدان ها را داخل صندوق عقب ماشین می گذارند","این افراد در حال بستن چمدان ها در صندوق عقب ماشین هستند","5","5"
"1204","3.1","مردها چمدان ها را داخل صندوق عقب ماشین نمی گذارند","این افراد در حال بستن چمدان ها در صندوق عقب ماشین هستند","5","3"
"1205","2.7","مردان در چمدان هایی هستند که در صندوق عقب ماشین بسته بندی شده اند","این افراد در حال چمدان گذاشتن در صندوق عقب ماشین هستند","5","3"
"1206","5","زنی سایه چشم می زند","سایه چشم توسط یک زن قرار داده می شود","5","5"
"1207","4.8","زنی آرایش می کند","زن آرایش می کند","1","5"
"1208","2.915","زنی آرایش می کند","زن در حال پاک کردن آرایش است","1","3"
"1209","4.3","زنی سایه چشم می زند","زن آرایش می کند","1","4"
"1210","4.2","سایه چشم توسط یک زن قرار داده می شود","زنی آرایش می کند","4","4"
"1211","4.5","زنی سایه چشم می زند","زنی آرایش می کند","1","5"
"1212","4.5","یک قطار اسباب بازی به شدت با یک ماشین اسباب بازی برخورد می کند","یک قطار اسباب بازی در حال ضربه زدن به یک ماشین اسباب بازی است","4","5"
"1213","4.8","یک قطار اسباب بازی در حال ضربه زدن به یک ماشین اسباب بازی است","یک قطار اسباب بازی در حال برخورد با ماشین اسباب بازی است","4","5"
"1214","4.9","یک قطار اسباب بازی در حال ضربه زدن به یک ماشین اسباب بازی است","یک قطار اسباب بازی در حال برخورد با ماشین اسباب بازی است","4","5"
